instance,alpha,obj_value,time
MDG-a_10_100_m10,0,354.96,10.000481128692627
MDG-a_10_100_m10,0.1,355.50000000000006,10.000730991363525
MDG-a_10_100_m10,0.2,355.50000000000017,10.000922441482544
MDG-a_10_100_m10,0.3,355.5000000000001,10.000050067901611
MDG-a_10_100_m10,0.4,355.5000000000001,10.0004563331604
MDG-a_10_100_m10,0.5,355.50000000000017,10.000303745269775
MDG-a_10_100_m10,0.6,355.5000000000001,10.001073122024536
MDG-a_10_100_m10,0.7,355.5000000000001,10.001546859741211
MDG-a_10_100_m10,0.8,355.5000000000001,10.001518249511719
MDG-a_10_100_m10,0.9,355.50000000000017,10.002012252807617
MDG-a_10_100_m10,1,355.50000000000017,10.000741243362427
MDG-a_10_100_m10,-1,355.50000000000017,10.000228643417358
MDG-a_12_100_m10,0,354.25,10.000751972198486
MDG-a_12_100_m10,0.1,354.25000000000017,10.000832557678223
MDG-a_12_100_m10,0.2,354.2500000000001,10.001203298568726
MDG-a_12_100_m10,0.3,354.2500000000001,10.003446578979492
MDG-a_12_100_m10,0.4,354.2500000000001,10.0021333694458
MDG-a_12_100_m10,0.5,354.25000000000017,10.000161409378052
MDG-a_12_100_m10,0.6,354.25000000000017,10.001753330230713
MDG-a_12_100_m10,0.7,354.2500000000001,10.00174069404602
MDG-a_12_100_m10,0.8,354.2500000000001,10.000306606292725
MDG-a_12_100_m10,0.9,354.25000000000017,10.001191139221191
MDG-a_12_100_m10,1,354.25000000000017,10.001940965652466
MDG-a_12_100_m10,-1,354.2500000000001,10.00239372253418
MDG-a_13_n500_m50,0,7720.449999999997,10.00949239730835
MDG-a_13_n500_m50,0.1,7731.57,10.024119853973389
MDG-a_13_n500_m50,0.2,7746.76,10.010900735855103
MDG-a_13_n500_m50,0.3,7719.650000000003,10.101814985275269
MDG-a_13_n500_m50,0.4,7718.130000000004,10.137327909469604
MDG-a_13_n500_m50,0.5,7723.01,10.09112000465393
MDG-a_13_n500_m50,0.6,7739.600000000003,10.131321907043457
MDG-a_13_n500_m50,0.7,7712.930000000001,10.007315874099731
MDG-a_13_n500_m50,0.8,7708.469999999998,10.119569540023804
MDG-a_13_n500_m50,0.9,7730.759999999994,10.098569869995117
MDG-a_13_n500_m50,1,7686.729999999997,10.039409399032593
MDG-a_13_n500_m50,-1,7695.859999999996,10.023393392562866
MDG-a_14_100_m10,0,354.16999999999996,10.000805854797363
MDG-a_14_100_m10,0.1,356.06000000000006,10.001048803329468
MDG-a_14_100_m10,0.2,356.0600000000002,10.000603914260864
MDG-a_14_100_m10,0.3,356.0600000000001,10.001475811004639
MDG-a_14_100_m10,0.4,356.0600000000002,10.001140832901001
MDG-a_14_100_m10,0.5,356.0600000000001,10.000760555267334
MDG-a_14_100_m10,0.6,356.0600000000002,10.000776767730713
MDG-a_14_100_m10,0.7,356.0600000000002,10.001636266708374
MDG-a_14_100_m10,0.8,356.0600000000002,10.001153945922852
MDG-a_14_100_m10,0.9,356.0600000000001,10.000810861587524
MDG-a_14_100_m10,1,356.0600000000002,10.00121808052063
MDG-a_14_100_m10,-1,356.0600000000002,10.00007963180542
MDG-a_16_n500_m50,0,7783.639999999999,10.009470462799072
MDG-a_16_n500_m50,0.1,7740.45,10.002925395965576
MDG-a_16_n500_m50,0.2,7726.52,10.002471685409546
MDG-a_16_n500_m50,0.3,7712.819999999998,10.015300750732422
MDG-a_16_n500_m50,0.4,7725.31,10.061591625213623
MDG-a_16_n500_m50,0.5,7677.66,10.087085485458374
MDG-a_16_n500_m50,0.6,7719.869999999998,10.073371171951294
MDG-a_16_n500_m50,0.7,7709.129999999995,10.122673034667969
MDG-a_16_n500_m50,0.8,7695.229999999999,10.02789855003357
MDG-a_16_n500_m50,0.9,7737.3200000000015,10.025005340576172
MDG-a_16_n500_m50,1,7688.13,10.134063005447388
MDG-a_16_n500_m50,-1,7698.389999999999,10.00950026512146
MDG-a_17_n500_m50,0,7738.210000000003,10.007866382598877
MDG-a_17_n500_m50,0.1,7718.34,10.017595291137695
MDG-a_17_n500_m50,0.2,7703.13,10.02186393737793
MDG-a_17_n500_m50,0.3,7672.6399999999985,10.011652946472168
MDG-a_17_n500_m50,0.4,7716.669999999999,10.041972875595093
MDG-a_17_n500_m50,0.5,7709.35,10.003682374954224
MDG-a_17_n500_m50,0.6,7707.14,10.07286548614502
MDG-a_17_n500_m50,0.7,7743.600000000001,10.058899641036987
MDG-a_17_n500_m50,0.8,7732.9000000000015,10.068987846374512
MDG-a_17_n500_m50,0.9,7694.799999999997,10.048107624053955
MDG-a_17_n500_m50,1,7674.489999999998,10.145129442214966
MDG-a_17_n500_m50,-1,7743.459999999998,10.004751682281494
MDG-a_19_n500_m50,0,7743.030000000001,10.014106035232544
MDG-a_19_n500_m50,0.1,7687.969999999999,10.030528783798218
MDG-a_19_n500_m50,0.2,7693.229999999998,10.004239082336426
MDG-a_19_n500_m50,0.3,7684.3200000000015,10.059312105178833
MDG-a_19_n500_m50,0.4,7675.310000000001,10.027867317199707
MDG-a_19_n500_m50,0.5,7693.510000000001,10.090258836746216
MDG-a_19_n500_m50,0.6,7669.900000000001,10.011127233505249
MDG-a_19_n500_m50,0.7,7679.1,10.133175373077393
MDG-a_19_n500_m50,0.8,7724.189999999996,10.014148235321045
MDG-a_19_n500_m50,0.9,7665.709999999998,10.021644830703735
MDG-a_19_n500_m50,1,7719.390000000001,10.04927372932434
MDG-a_19_n500_m50,-1,7689.790000000001,10.041252374649048
MDG-a_1_100_m10,0,360.1500000000001,10.0000741481781
MDG-a_1_100_m10,0.1,360.1500000000002,10.00059723854065
MDG-a_1_100_m10,0.2,360.1500000000002,10.000396728515625
MDG-a_1_100_m10,0.3,360.1500000000002,10.000662326812744
MDG-a_1_100_m10,0.4,360.1500000000002,10.000334978103638
MDG-a_1_100_m10,0.5,360.1500000000002,10.00133991241455
MDG-a_1_100_m10,0.6,360.1500000000002,10.00001859664917
MDG-a_1_100_m10,0.7,360.1500000000002,10.001208305358887
MDG-a_1_100_m10,0.8,360.1500000000002,10.002202987670898
MDG-a_1_100_m10,0.9,360.15000000000015,10.000441312789917
MDG-a_1_100_m10,1,360.1500000000002,10.00086522102356
MDG-a_1_100_m10,-1,360.1500000000002,10.00051212310791
MDG-a_20_100_m10,0,349.31,10.000019550323486
MDG-a_20_100_m10,0.1,349.31000000000006,10.000237703323364
MDG-a_20_100_m10,0.2,349.31000000000006,10.000811338424683
MDG-a_20_100_m10,0.3,349.31000000000006,10.001132011413574
MDG-a_20_100_m10,0.4,349.3100000000002,10.000356197357178
MDG-a_20_100_m10,0.5,349.3100000000001,10.000540733337402
MDG-a_20_100_m10,0.6,349.3100000000002,10.000829458236694
MDG-a_20_100_m10,0.7,349.3100000000001,10.001623630523682
MDG-a_20_100_m10,0.8,349.3100000000002,10.0011887550354
MDG-a_20_100_m10,0.9,349.3100000000002,10.00020980834961
MDG-a_20_100_m10,1,349.3100000000001,10.001323938369751
MDG-a_20_100_m10,-1,349.31000000000006,10.000339984893799
MDG-a_20_n500_m50,0,7689.629999999997,10.01015329360962
MDG-a_20_n500_m50,0.1,7683.630000000001,10.020461320877075
MDG-a_20_n500_m50,0.2,7675.629999999999,10.063711404800415
MDG-a_20_n500_m50,0.3,7672.749999999997,10.007538318634033
MDG-a_20_n500_m50,0.4,7644.499999999999,10.064531564712524
MDG-a_20_n500_m50,0.5,7663.590000000001,10.121433973312378
MDG-a_20_n500_m50,0.6,7644.839999999998,10.029858827590942
MDG-a_20_n500_m50,0.7,7706.8300000000045,10.037352085113525
MDG-a_20_n500_m50,0.8,7671.85,10.021703720092773
MDG-a_20_n500_m50,0.9,7658.3600000000015,10.112988233566284
MDG-a_20_n500_m50,1,7674.300000000003,10.157114744186401
MDG-a_20_n500_m50,-1,7671.500000000002,10.097175121307373
MDG-a_2_n500_m50,0,7704.52,10.005034685134888
MDG-a_2_n500_m50,0.1,7711.349999999999,10.01806926727295
MDG-a_2_n500_m50,0.2,7698.050000000001,10.1364164352417
MDG-a_2_n500_m50,0.3,7711.5199999999995,10.051902294158936
MDG-a_2_n500_m50,0.4,7705.3499999999985,10.006104707717896
MDG-a_2_n500_m50,0.5,7704.869999999999,10.034200429916382
MDG-a_2_n500_m50,0.6,7677.63,10.08348274230957
MDG-a_2_n500_m50,0.7,7693.269999999998,10.112875938415527
MDG-a_2_n500_m50,0.8,7684.189999999995,10.000117540359497
MDG-a_2_n500_m50,0.9,7713.070000000002,10.152456760406494
MDG-a_2_n500_m50,1,7716.079999999995,10.008323431015015
MDG-a_2_n500_m50,-1,7714.630000000003,10.034000396728516
MDG-a_4_100_m10,0,353.51,10.000464677810669
MDG-a_4_100_m10,0.1,355.72000000000014,10.000251770019531
MDG-a_4_100_m10,0.2,355.72000000000014,10.000947952270508
MDG-a_4_100_m10,0.3,355.7200000000002,10.000433444976807
MDG-a_4_100_m10,0.4,355.7200000000002,10.000256538391113
MDG-a_4_100_m10,0.5,355.72000000000014,10.000569820404053
MDG-a_4_100_m10,0.6,355.7200000000002,10.000804662704468
MDG-a_4_100_m10,0.7,355.72000000000014,10.001168966293335
MDG-a_4_100_m10,0.8,355.7200000000002,10.001256465911865
MDG-a_4_100_m10,0.9,355.72000000000014,10.000961542129517
MDG-a_4_100_m10,1,355.72000000000014,10.000523090362549
MDG-a_4_100_m10,-1,355.72000000000025,10.001310110092163
MDG-a_5_n500_m50,0,7711.000000000003,10.046622514724731
MDG-a_5_n500_m50,0.1,7677.389999999996,10.05329179763794
MDG-a_5_n500_m50,0.2,7714.119999999996,10.012788534164429
MDG-a_5_n500_m50,0.3,7654.609999999999,10.028389930725098
MDG-a_5_n500_m50,0.4,7683.68,10.108084678649902
MDG-a_5_n500_m50,0.5,7686.250000000004,10.075465679168701
MDG-a_5_n500_m50,0.6,7659.679999999999,10.049559116363525
MDG-a_5_n500_m50,0.7,7690.339999999996,10.004442691802979
MDG-a_5_n500_m50,0.8,7678.949999999999,10.12797212600708
MDG-a_5_n500_m50,0.9,7683.780000000001,10.020206689834595
MDG-a_5_n500_m50,1,7738.4500000000035,10.101431131362915
MDG-a_5_n500_m50,-1,7668.6699999999955,10.082719087600708
MDG-a_6_n500_m50,0,7742.949999999999,10.036801815032959
MDG-a_6_n500_m50,0.1,7709.1,10.026466369628906
MDG-a_6_n500_m50,0.2,7702.910000000002,10.029475927352905
MDG-a_6_n500_m50,0.3,7705.719999999999,10.071415424346924
MDG-a_6_n500_m50,0.4,7706.210000000001,10.02858591079712
MDG-a_6_n500_m50,0.5,7745.390000000001,10.056141376495361
MDG-a_6_n500_m50,0.6,7701.170000000002,10.0402090549469
MDG-a_6_n500_m50,0.7,7735.879999999997,10.080035924911499
MDG-a_6_n500_m50,0.8,7723.619999999999,10.089766502380371
MDG-a_6_n500_m50,0.9,7704.49,10.072134733200073
MDG-a_6_n500_m50,1,7739.469999999999,10.028825521469116
MDG-a_6_n500_m50,-1,7700.160000000002,10.196749687194824
MDG-a_9_n500_m50,0,7714.370000000002,10.009228706359863
MDG-a_9_n500_m50,0.1,7701.370000000002,10.02838659286499
MDG-a_9_n500_m50,0.2,7730.500000000001,10.056737422943115
MDG-a_9_n500_m50,0.3,7685.689999999995,10.014995336532593
MDG-a_9_n500_m50,0.4,7699.460000000001,10.003772020339966
MDG-a_9_n500_m50,0.5,7708.269999999999,10.00538158416748
MDG-a_9_n500_m50,0.6,7717.24,10.064406394958496
MDG-a_9_n500_m50,0.7,7758.440000000004,10.037902355194092
MDG-a_9_n500_m50,0.8,7704.389999999994,10.017855167388916
MDG-a_9_n500_m50,0.9,7691.0999999999985,10.109297513961792
MDG-a_9_n500_m50,1,7770.069999999994,10.038323163986206
MDG-a_9_n500_m50,-1,7710.689999999994,10.005576133728027
